word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,confident,resolved_word,normalized_sentiment,sentiment_strength,open_class,closed_class,pos_count,word_length,log_frequency,frequency_rank,cluster,pc1,pc2
practicing,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5384777777777778,1,practicing,0.21680087220093347,0.21680087220093347,True,False,2,10,2.302585092994046,5056.0,1,-0.9735363470282098,0.717317416316697
demonstrates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.368511111111111,1,demonstrates,0.04683420553426665,0.04683420553426665,True,False,1,12,2.302585092994046,5056.0,1,-1.3289951758926921,1.410090655263377
raise,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1643111111111111,1,raise,-0.15736579446573326,0.15736579446573326,True,False,2,5,2.302585092994046,5056.0,1,-0.4096148184686602,-0.4413448624703098
breach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4464000000000001,1,breach,0.12472309442315571,0.12472309442315571,True,False,1,6,2.302585092994046,5056.0,1,-0.7692647731462203,0.9128997740821937
assures,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.8210111111111111,1,assures,0.4993342055342668,0.4993342055342668,True,False,1,7,2.302585092994046,5056.0,1,-1.3910101221330868,0.8279759189156024
solely,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2505777777777778,1,solely,-0.07109912779906657,0.07109912779906657,True,False,1,6,2.302585092994046,5056.0,1,-0.7287062681702072,0.575496509169009
jumps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.1182444444444444,1,jumps,-0.43992135002128874,0.43992135002128874,True,False,2,5,2.302585092994046,5056.0,1,-0.9242347246982936,-1.9967943117996465
customized,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6013,1,customized,0.2796230944231556,0.2796230944231556,True,False,1,10,2.302585092994046,5056.0,1,-1.4244118902826168,1.1548253281835392
ish,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.6290666666666668,1,ish,0.3073897610898224,0.3073897610898224,True,False,2,3,2.302585092994046,5056.0,1,-0.3201337623802448,0.1373832417278293
palm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6821333333333333,1,palm,0.3604564277564889,0.3604564277564889,True,False,1,4,2.302585092994046,5056.0,1,-0.8686960434279809,0.6563597957208084
illogical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.4950777777777778,1,illogical,-0.8167546833546222,0.8167546833546222,True,False,1,9,2.302585092994046,5056.0,1,-2.419736002450366,-3.297551116209259
arguments,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3417444444444444,1,arguments,0.020067538867600043,0.020067538867600043,True,False,1,9,2.302585092994046,5056.0,1,-0.9595372064276867,1.1899415832730569
critique,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1756,1,critique,-0.14607690557684436,0.14607690557684436,True,False,1,8,2.302585092994046,5056.0,1,-1.087239275023958,0.31723976924402764
momentum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2100666666666666,1,momentum,-0.11161023891017777,0.11161023891017777,True,False,1,8,2.302585092994046,5056.0,1,-1.0244649553572525,0.5069764657371301
worker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.7547222222222223,1,worker,0.43304531664537793,0.43304531664537793,True,False,1,6,2.302585092994046,5056.0,1,-1.1896417974577707,0.7794269498872436
neo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.2756333333333333,1,neo,-0.04604357224351108,0.04604357224351108,True,False,2,3,2.302585092994046,5056.0,1,0.015112514506880698,0.016985615117127553
dying,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3038888888888889,1,dying,-0.017788016687955488,0.017788016687955488,True,False,2,5,2.302585092994046,5056.0,1,-0.15540108421554752,0.3270214758102696
nigerian,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.1270666666666666,1,nigerian,-0.44874357224351097,0.44874357224351097,True,False,2,8,2.302585092994046,5056.0,1,-1.273266068037904,-1.8136236818780718
exchanges,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6070999999999999,1,exchanges,0.2854230944231555,0.2854230944231555,True,False,2,9,2.302585092994046,5056.0,1,-0.9561104285365701,0.610365368569282
other's,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5462666666666667,1,other's,0.22458976108982232,0.22458976108982232,True,False,1,7,2.302585092994046,5056.0,1,-1.0164141842559846,0.9469129084960751
insecure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.1958777777777778,1,insecure,-0.5175546833546222,0.5175546833546222,True,False,1,8,2.302585092994046,5056.0,1,-1.763813688117758,-1.7277205704896628
accepts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3321888888888888,1,accepts,0.010511983312044448,0.010511983312044448,True,False,1,7,2.302585092994046,5056.0,1,-0.7245332470182231,1.039587271671833
reverse,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1940888888888889,1,reverse,-0.12758801668795547,0.12758801668795547,True,False,2,7,2.302585092994046,5056.0,1,-0.5773559859227653,-0.12292927017834278
cake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.2051888888888888,1,cake,-0.11648801668795555,0.11648801668795555,True,False,1,4,2.302585092994046,5056.0,1,-0.5893976987598553,0.17114279354602618
subsequent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0437555555555555,1,subsequent,-0.27792135002128887,0.27792135002128887,True,False,1,10,2.302585092994046,5056.0,1,-1.5493438383103968,-0.25406417011735
rounder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.7779000000000001,1,rounder,0.4562230944231558,0.4562230944231558,True,False,1,7,2.302585092994046,5056.0,1,-1.3322309641695993,0.8466387376793925
incompetent,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.6448222222222222,1,incompetent,-0.9664991277990665,0.9664991277990665,True,False,2,11,2.302585092994046,5056.0,1,-2.5492203443284436,-4.432097038471675
telephone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.1340777777777778,1,telephone,-0.18759912779906657,0.18759912779906657,True,False,1,9,2.302585092994046,5056.0,1,-1.2738517094756603,0.1659081688408548
loneliness,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4418777777777777,1,loneliness,0.12020087220093334,0.12020087220093334,True,False,1,10,2.302585092994046,5056.0,1,-1.2070501999578438,1.2238392775708737
functionally,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0920333333333333,1,functionally,-0.22964357224351106,0.22964357224351106,True,False,1,12,2.302585092994046,5056.0,1,-1.6833908593283107,0.16619268576617624
birth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0017777777777777,1,birth,-0.31989912779906665,0.31989912779906665,True,False,1,5,2.302585092994046,5056.0,1,-1.070859210433963,-0.8713763206883871
introducing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.7019333333333333,1,introducing,0.38025642775648894,0.38025642775648894,True,False,1,11,2.302585092994046,5056.0,1,-1.67260660085101,1.1885065722637347
slides,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.735188888888889,1,slides,0.41351198331204464,0.41351198331204464,True,False,2,6,2.302585092994046,5056.0,1,-0.7977878004471131,0.3231792591792351
kicking,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2511555555555555,1,kicking,-0.07052135002128884,0.07052135002128884,True,False,2,7,2.302585092994046,5056.0,1,-0.47342016844752366,0.1912189158914752
translating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0925333333333333,1,translating,-0.22914357224351106,0.22914357224351106,True,False,1,11,2.302585092994046,5056.0,1,-1.5714924120492313,0.09169969446962764
intentional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1070999999999999,1,intentional,-0.21457690557684445,0.21457690557684445,True,False,1,11,2.302585092994046,5056.0,1,-1.5449620661165908,0.17188822093721537
flows,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4862666666666667,1,flows,0.16458976108982232,0.16458976108982232,True,False,1,5,2.302585092994046,5056.0,1,-0.712632550322234,0.8183960188504199
brands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3613,1,brands,0.03962309442315565,0.03962309442315565,True,False,2,6,2.302585092994046,5056.0,1,-0.2880149485215059,0.48503592191158845
banner,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.1135888888888888,1,banner,-0.20808801668795557,0.20808801668795557,True,False,2,6,2.302585092994046,5056.0,1,-0.6129832608778201,-0.6433218480109071
substantially,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3408777777777778,1,substantially,0.019200872200933417,0.019200872200933417,True,False,1,13,2.302585092994046,5056.0,1,-1.4023067422521938,1.4992985951706834
politely,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,8,0.4168555555555555,1,politely,0.09517864997871112,0.09517864997871112,True,False,1,8,2.302585092994046,5056.0,1,-0.9509584601656031,1.0801804927014014
ramadan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.2522777777777778,1,ramadan,-0.06939912779906654,0.06939912779906654,True,False,1,7,2.302585092994046,5056.0,1,-0.836597843981199,0.6621003534332024
disagree,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0358777777777777,1,disagree,-0.2857991277990667,0.2857991277990667,True,False,1,8,2.302585092994046,5056.0,1,-1.3417160866966926,-0.45192172604957964
trips,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6636888888888889,1,trips,0.3420119833120445,0.3420119833120445,True,False,2,5,2.302585092994046,5056.0,1,-0.5893144693066226,0.2768861824189733
safeguards,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5551999999999999,1,safeguards,0.23352309442315555,0.23352309442315555,True,False,2,10,2.302585092994046,5056.0,1,-0.9963359946403356,0.7100783590384744
collected,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3079222222222222,1,collected,-0.013754683354622155,0.013754683354622155,True,False,2,9,2.302585092994046,5056.0,1,-0.5920063318815036,0.6582065377713682
ace,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6994777777777778,1,ace,0.3778008722009334,0.3778008722009334,True,False,3,3,2.302585092994046,5056.0,1,-0.05091308591454344,-0.35780143812782855
distance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4393222222222222,1,distance,0.11764531664537786,0.11764531664537786,True,False,2,8,2.302585092994046,5056.0,1,-0.6163686943667969,0.6057509837132056
professionalism,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4553777777777777,1,professionalism,0.13370087220093335,0.13370087220093335,True,False,2,15,2.302585092994046,5056.0,1,-1.4151739486368118,1.1395187318858735
mechanical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2977222222222222,1,mechanical,-0.02395468335462214,0.02395468335462214,True,False,1,10,2.302585092994046,5056.0,1,-1.0867930244413155,1.1440053565566835
po,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3824333333333333,1,po,0.06075642775648893,0.06075642775648893,True,False,1,2,2.302585092994046,5056.0,1,-0.23809926136373646,0.6316091404027924
fabricated,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.1479555555555555,1,fabricated,-0.46963246113239987,0.46963246113239987,True,False,2,10,2.302585092994046,5056.0,1,-1.5332866996055414,-1.7741247033864105
split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.0652111111111111,1,split,-0.38688801668795547,0.38688801668795547,True,False,3,5,2.302585092994046,5056.0,1,-0.4624232535309871,-2.1695530353802575
officer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.2637222222222222,1,officer,-0.05795468335462217,0.05795468335462217,True,False,2,7,2.302585092994046,5056.0,1,-0.4505324329404172,0.26039757602484054
fatal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.5873555555555556,1,fatal,-0.9090324611324,0.9090324611324,True,False,2,5,2.302585092994046,5056.0,1,-1.7786292367319205,-4.579219626415638
entity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5164222222222222,1,entity,0.19474531664537786,0.19474531664537786,True,False,1,6,2.302585092994046,5056.0,1,-0.8647354570343383,0.8825871236055433
clipboard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4146999999999999,1,clipboard,0.09302309442315554,0.09302309442315554,True,False,1,9,2.302585092994046,5056.0,1,-1.0590072969401245,1.1583590915196949
movement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.6482111111111111,1,movement,0.3265342055342667,0.3265342055342667,True,False,1,8,2.302585092994046,5056.0,1,-1.2663965083913087,0.9800265720056193
encouraged,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5959222222222222,1,encouraged,0.2742453166453779,0.2742453166453779,True,False,2,10,2.302585092994046,5056.0,1,-1.0518580600878054,0.6924496913144305
adaptable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.7177111111111111,1,adaptable,0.3960342055342667,0.3960342055342667,True,False,1,9,2.302585092994046,5056.0,1,-1.4721429713788536,1.0271854496363662
restrict,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1684444444444444,1,restrict,-0.15323246113239997,0.15323246113239997,True,False,1,8,2.302585092994046,5056.0,1,-1.1002717256575358,0.2778489141371421
specs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1501333333333333,1,specs,-0.17154357224351105,0.17154357224351105,True,False,1,5,2.302585092994046,5056.0,1,-0.8006584637576724,-0.054688902385385915
validating,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5019333333333333,1,validating,0.18025642775648898,0.18025642775648898,True,False,2,10,2.302585092994046,5056.0,1,-0.9237104061668927,0.7331375222223941
walked,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.7169222222222221,1,walked,0.39524531664537776,0.39524531664537776,True,False,1,6,2.302585092994046,5056.0,1,-1.1381039893671043,0.7957905863394119
retrieval,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0875333333333333,1,retrieval,-0.23414357224351107,0.23414357224351107,True,False,1,9,2.302585092994046,5056.0,1,-1.358623348767675,-0.09031588712613713
avoiding,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1066111111111111,1,avoiding,-0.21506579446573326,0.21506579446573326,True,False,1,8,2.302585092994046,5056.0,1,-1.2128890979803006,-0.06253945336257313
faults,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0835666666666666,1,faults,-0.23811023891017777,0.23811023891017777,True,False,1,6,2.302585092994046,5056.0,1,-1.0328844754268973,-0.34388849566265767
behalf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.3782888888888889,1,behalf,0.056611983312044534,0.056611983312044534,True,False,1,6,2.302585092994046,5056.0,1,-0.6763997632709164,0.9423851037270474
ro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3547555555555555,1,ro,0.03307864997871113,0.03307864997871113,True,False,1,2,2.302585092994046,5056.0,1,-0.20036243598047673,0.6435908624493392
inaccessible,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.4176555555555555,1,inaccessible,0.09597864997871114,0.09597864997871114,True,False,2,12,2.302585092994046,5056.0,1,-1.0307788014006727,0.9241123246638774
conscious,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.8116222222222222,1,conscious,0.4899453166453779,0.4899453166453779,True,False,1,9,2.302585092994046,5056.0,1,-1.600184580427152,0.9865312887622547
romantic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4491444444444444,1,romantic,0.12746753886760004,0.12746753886760004,True,False,2,8,2.302585092994046,5056.0,1,-0.6297606468512614,0.6014989394381566
implementing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6926777777777777,1,implementing,0.37100087220093336,0.37100087220093336,True,False,1,12,2.302585092994046,5056.0,1,-1.7709750556825758,1.2697587641722503
duty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4685333333333334,1,duty,0.14685642775648905,0.14685642775648905,True,False,1,4,2.302585092994046,5056.0,1,-0.5774665246934233,0.748827328688617
supposedly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1960888888888889,1,supposedly,-0.12558801668795547,0.12558801668795547,True,False,1,10,2.302585092994046,5056.0,1,-1.2718983442322105,0.5845206490059385
mile,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5615555555555556,1,mile,0.23987864997871122,0.23987864997871122,True,False,2,4,2.302585092994046,5056.0,1,-0.3390746076235204,0.24385428899164152
refinement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6088222222222224,1,refinement,0.287145316645378,0.287145316645378,True,False,1,10,2.302585092994046,5056.0,1,-1.4346679443911945,1.1515689549095478
downtime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.2574444444444444,1,downtime,-0.06423246113239994,0.06423246113239994,True,False,1,8,2.302585092994046,5056.0,1,-0.9381755617212649,0.7677879660100478
warned,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.4141777777777778,1,warned,-0.7358546833546222,0.7358546833546222,True,False,1,6,2.302585092994046,5056.0,1,-1.9394290267194212,-3.083938396630268
compile,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.3874555555555556,1,compile,0.06577864997871125,0.06577864997871125,True,False,2,7,2.302585092994046,5056.0,1,-0.4346641189277197,0.5509586284076818
nonetheless,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6254777777777777,1,nonetheless,0.3038008722009333,0.3038008722009333,True,False,1,11,2.302585092994046,5056.0,1,-1.5683644910709178,1.2216042155404456
handsome,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.7788777777777778,1,handsome,0.4572008722009334,0.4572008722009334,True,False,1,8,2.302585092994046,5056.0,1,-1.444551894383735,0.9234609151339261
fo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3983111111111111,1,fo,0.07663420553426675,0.07663420553426675,True,False,1,2,2.302585092994046,5056.0,1,-0.25974756464461884,0.6247356434921079
workouts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.0157222222222222,1,workouts,-0.30595468335462217,0.30595468335462217,True,False,1,8,2.302585092994046,5056.0,1,-1.3784255050962426,-0.5628767123289115
musk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2815222222222222,1,musk,-0.04015468335462219,0.04015468335462219,True,False,1,4,2.302585092994046,5056.0,1,-0.4503714008519676,0.5913526919688555
gross,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.2522555555555555,1,gross,-0.5739324611323999,0.5739324611323999,True,False,3,5,2.302585092994046,5056.0,1,-0.8030882752167776,-3.199220201326387
mirrors,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3158444444444444,1,mirrors,-0.005832461132399935,0.005832461132399935,True,False,2,7,2.302585092994046,5056.0,1,-0.3556019579060793,0.5473269258794974
breaker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2341,1,breaker,-0.08757690557684436,0.08757690557684436,True,False,1,7,2.302585092994046,5056.0,1,-0.8697051254043874,0.5620329016399346
pg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.2432666666666666,1,pg,-0.07841023891017776,0.07841023891017776,True,False,1,2,2.302585092994046,5056.0,1,-0.2980708542572101,0.22626749960460063
fluent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6792777777777776,1,fluent,0.3576008722009333,0.3576008722009333,True,False,1,6,2.302585092994046,5056.0,1,-1.0867782710216671,0.8120868827238761
horizontal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.2017222222222222,1,horizontal,-0.11995468335462217,0.11995468335462217,True,False,2,10,2.302585092994046,5056.0,1,-0.896416740150064,0.15082809330425223
involve,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6754,1,involve,0.35372309442315564,0.35372309442315564,True,False,1,7,2.302585092994046,5056.0,1,-1.1924789713311525,0.8910110322917538
lightning,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5237555555555555,1,lightning,0.20207864997871117,0.20207864997871117,True,False,1,9,2.302585092994046,5056.0,1,-1.2076973576132253,1.1111488940540768
ice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.2525777777777778,1,ice,-0.06909912779906657,0.06909912779906657,True,False,2,3,2.302585092994046,5056.0,1,-0.02687868900969367,-0.10993367734682709
bow,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4519666666666667,1,bow,0.13028976108982232,0.13028976108982232,True,False,3,3,2.302585092994046,5056.0,1,0.2865519972799534,-0.2506537704004614
promotional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.3306333333333333,1,promotional,-0.6523102389101776,0.6523102389101776,True,False,1,11,2.302585092994046,5056.0,1,-2.342208067918503,-2.2378045240796363
metal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.1288888888888889,1,metal,-0.19278801668795548,0.19278801668795548,True,False,2,5,2.302585092994046,5056.0,1,-0.47412949644978775,-0.6363418284342078
gate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1492444444444444,1,gate,-0.17243246113239996,0.17243246113239996,True,False,2,4,2.302585092994046,5056.0,1,-0.32606802233498855,-0.6015313134015576
transforming,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6744111111111111,1,transforming,0.3527342055342667,0.3527342055342667,True,False,1,12,2.302585092994046,5056.0,1,-1.7460696598856753,1.277666412122681
contradicting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.0797666666666666,1,contradicting,-0.40144357224351096,0.40144357224351096,True,False,1,13,2.302585092994046,5056.0,1,-2.107278889554392,-0.7023093744634403
adjusted,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3881333333333333,1,adjusted,0.06645642775648891,0.06645642775648891,True,False,2,8,2.302585092994046,5056.0,1,-0.5465760189189135,0.6279106759927882
opposed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6207444444444445,1,opposed,0.2990675388676002,0.2990675388676002,True,False,2,7,2.302585092994046,5056.0,1,-0.7527381397012723,0.44996776687043094
rigid,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2118999999999999,1,rigid,-0.10977690557684447,0.10977690557684447,True,False,1,5,2.302585092994046,5056.0,1,-0.6881625117824254,0.2853324695698549
acquiring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6883333333333334,1,acquiring,0.366656427756489,0.366656427756489,True,False,2,9,2.302585092994046,5056.0,1,-1.0668667233486986,0.5751994232130787
listing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0209444444444444,1,listing,-0.3007324611324,0.3007324611324,True,False,2,7,2.302585092994046,5056.0,1,-0.8927048651510934,-1.0760778651016252
compact,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1871666666666666,1,compact,-0.13451023891017777,0.13451023891017777,True,False,3,7,2.302585092994046,5056.0,1,-0.22474188062313882,-0.6257393200893155
spark,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4105666666666667,1,spark,0.08888976108982233,0.08888976108982233,True,False,2,5,2.302585092994046,5056.0,1,-0.24419900601636255,0.3864629025885347
peaceful,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6786888888888889,1,peaceful,0.35701198331204453,0.35701198331204453,True,False,1,8,2.302585092994046,5056.0,1,-1.3079509491886918,0.9668327287403936
bcoz,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,9,0.1012,1,bcoz,-0.22047690557684435,0.22047690557684435,False,True,1,4,2.302585092994046,5056.0,1,-0.7787932041630459,-0.40130908990946934
drops,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.1167333333333333,1,drops,-0.43841023891017766,0.43841023891017766,True,False,2,5,2.302585092994046,5056.0,1,-0.9214825301545566,-1.9884757461249005
element,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4139777777777778,1,element,0.09230087220093341,0.09230087220093341,True,False,1,7,2.302585092994046,5056.0,1,-0.8360470052061695,1.0041808260738285
conclusions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2613555555555555,1,conclusions,-0.060321350021288855,0.060321350021288855,True,False,1,11,2.302585092994046,5056.0,1,-1.2640156186849745,1.021054744926173
worrying,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5581111111111111,1,worrying,0.23643420553426675,0.23643420553426675,True,False,3,8,2.302585092994046,5056.0,1,-0.41310792866733914,0.08962354280148041
courses,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4788888888888888,1,courses,0.15721198331204445,0.15721198331204445,True,False,2,7,2.302585092994046,5056.0,1,-0.5593274413198687,0.5113770986120046
lean,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6759,1,lean,0.3542230944231556,0.3542230944231556,True,False,2,4,2.302585092994046,5056.0,1,-0.49497571963440945,0.19435452922407404
equivalent,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2063777777777778,1,equivalent,-0.11529912779906656,0.11529912779906656,True,False,2,10,2.302585092994046,5056.0,1,-0.8879375525484038,0.17645661549335956
mentioning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.2857555555555555,1,mentioning,-0.6074324611323998,0.6074324611323998,True,False,1,10,2.302585092994046,5056.0,1,-2.1494841426417377,-2.068000814604601
believed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5292777777777777,1,believed,0.20760087220093337,0.20760087220093337,True,False,1,8,2.302585092994046,5056.0,1,-1.1042387488961616,1.0315128637704667
comparable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1557888888888889,1,comparable,-0.16588801668795547,0.16588801668795547,True,False,2,10,2.302585092994046,5056.0,1,-0.9800753595898322,-0.10203183683839324
authorities,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3137,1,authorities,-0.007976905576844384,0.007976905576844384,True,False,1,11,2.302585092994046,5056.0,1,-1.1686804091589107,1.3092074132624103
broaden,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5980333333333333,1,broaden,0.27635642775648894,0.27635642775648894,True,False,1,7,2.302585092994046,5056.0,1,-1.0869946216147186,0.9245030959650191
corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.8651,1,corporation,0.5434230944231556,0.5434230944231556,True,False,1,11,2.302585092994046,5056.0,1,-1.8950735943287973,1.1178716512466584
