word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,log_relative_frequency,participation_score
skte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.303575,4,0,sate,5.873723749961453e-06,-2.111760364127126,0.0
btata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.2882,5,0,bata,5.873723749961453e-06,-2.111760364127126,0.0
kbhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0.032025,4,0,khi,5.873723749961453e-06,-2.111760364127126,0.0
dusra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.084875,5,0,durra,5.873723749961453e-06,-2.111760364127126,0.0
cluade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.8464428571428572,6,0,clade,5.139508281216272e-06,-2.13517138886691,0.0
je,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.1639714285714285,2,0,je,5.139508281216272e-06,-2.13517138886691,0.0
distorts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0385999999999999,8,0,disports,5.139508281216272e-06,-2.13517138886691,0.0
bolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.7430000000000001,6,0,bylina,5.139508281216272e-06,-2.13517138886691,0.0
fastly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.4060999999999999,6,0,fatly,5.139508281216272e-06,-2.13517138886691,0.0
paas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.3262142857142857,4,0,aas,5.139508281216272e-06,-2.13517138886691,0.0
ll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.5563428571428571,2,0,ll,5.139508281216272e-06,-2.13517138886691,0.0
automate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.4700142857142856,8,0,automat,5.139508281216272e-06,-2.13517138886691,0.0
summarise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.5870142857142858,9,0,summaries,5.139508281216272e-06,-2.13517138886691,0.0
naya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0514285714285714,4,0,nay,5.139508281216272e-06,-2.13517138886691,0.0
ekdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.6576285714285713,5,0,edam,5.139508281216272e-06,-2.13517138886691,0.0
alag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.2840142857142857,4,0,lag,5.139508281216272e-06,-2.13517138886691,0.0
javab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.2050571428571428,5,0,java,5.139508281216272e-06,-2.13517138886691,0.0
broader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.5352285714285714,7,0,brooder,5.139508281216272e-06,-2.13517138886691,0.0
realtime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.6767857142857144,8,0,mealtime,5.139508281216272e-06,-2.13517138886691,0.0
chez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.599542857142857,4,0,chev,5.139508281216272e-06,-2.13517138886691,0.0
hm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.2976999999999999,2,0,hm,5.139508281216272e-06,-2.13517138886691,0.0
cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.4423285714285714,2,0,cr,5.139508281216272e-06,-2.13517138886691,0.0
bk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.1282142857142857,2,0,bk,5.139508281216272e-06,-2.13517138886691,0.0
tf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,-0.4412285714285713,2,0,tf,5.139508281216272e-06,-2.13517138886691,0.0
ganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.0595428571428571,5,0,vanda,5.139508281216272e-06,-2.13517138886691,0.0
karun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.0503571428571428,5,0,karen,5.139508281216272e-06,-2.13517138886691,0.0
batao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.1757142857142857,5,0,bata,5.139508281216272e-06,-2.13517138886691,0.0
throttled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0443428571428571,9,0,throttle,5.139508281216272e-06,-2.13517138886691,0.0
allot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.6096142857142858,5,0,a lot,5.139508281216272e-06,-2.13517138886691,0.0
chahte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.5030285714285714,6,0,chate,5.139508281216272e-06,-2.13517138886691,0.0
untill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0673428571428571,6,0,until,5.139508281216272e-06,-2.13517138886691,0.0
bu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.2742285714285714,2,0,bu,5.139508281216272e-06,-2.13517138886691,0.0
meee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.7690142857142858,4,0,meem,5.139508281216272e-06,-2.13517138886691,0.0
ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.6549857142857143,2,0,ml,5.139508281216272e-06,-2.13517138886691,0.0
brainer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.5854,7,0,briner,5.139508281216272e-06,-2.13517138886691,0.0
dadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.4503285714285714,4,0,dad,5.139508281216272e-06,-2.13517138886691,0.0
dono,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.3828571428571428,4,0,doo,5.139508281216272e-06,-2.13517138886691,0.0
mp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0.6857285714285714,2,0,mp,5.139508281216272e-06,-2.13517138886691,0.0
users',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.0419714285714285,6,0,users,5.139508281216272e-06,-2.13517138886691,0.0
benefited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.5233571428571429,9,0,benefiter,5.139508281216272e-06,-2.13517138886691,0.0
krte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.5338142857142857,4,0,kate,5.139508281216272e-06,-2.13517138886691,0.0
khup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.3113571428571428,4,0,khu,5.139508281216272e-06,-2.13517138886691,0.0
lobotomized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-0.027942857142857,11,0,lobotomies,5.139508281216272e-06,-2.13517138886691,0.0
ie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.3738142857142857,2,0,ie,5.139508281216272e-06,-2.13517138886691,0.0
sponsored,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.3638857142857143,9,0,sponsorer,5.139508281216272e-06,-2.13517138886691,0.0
mc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0.5096714285714286,2,0,mc,5.139508281216272e-06,-2.13517138886691,0.0
worng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.1891428571428571,5,0,wong,5.139508281216272e-06,-2.13517138886691,0.0
nh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.7981571428571428,2,0,nh,5.139508281216272e-06,-2.13517138886691,0.0
cz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.0614999999999999,2,0,cz,5.139508281216272e-06,-2.13517138886691,0.0
becouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.5800857142857143,7,0,because,5.139508281216272e-06,-2.13517138886691,0.0
samay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0714142857142857,5,0,satay,5.139508281216272e-06,-2.13517138886691,0.0
loosing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-0.0924142857142857,7,0,losing,5.139508281216272e-06,-2.13517138886691,0.0
disabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.5695571428571429,12,0,liabilities,5.139508281216272e-06,-2.13517138886691,0.0
soch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.2100428571428572,4,0,soh,5.139508281216272e-06,-2.13517138886691,0.0
aage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.3133285714285714,4,0,age,5.139508281216272e-06,-2.13517138886691,0.0
turant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0.4233142857142857,6,0,trant,5.139508281216272e-06,-2.13517138886691,0.0
uc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.3457285714285714,2,0,uc,5.139508281216272e-06,-2.13517138886691,0.0
richer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.9267571428571428,6,0,ricer,5.139508281216272e-06,-2.13517138886691,0.0
swiftkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-0.0558428571428571,8,0,swifter,5.139508281216272e-06,-2.13517138886691,0.0
dunga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.505,5,0,dung,5.139508281216272e-06,-2.13517138886691,0.0
tryed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.26425,5,0,tried,4.405292812471091e-06,-2.162197433515738,0.0
cooperate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0194333333333333,9,0,cooperite,4.405292812471091e-06,-2.162197433515738,0.0
banao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,-0.1106166666666666,5,0,banan,4.405292812471091e-06,-2.162197433515738,0.0
snarky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.2374999999999999,6,0,snaky,4.405292812471091e-06,-2.162197433515738,0.0
valo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.1520833333333333,4,0,vali,4.405292812471091e-06,-2.162197433515738,0.0
donot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.2879833333333333,5,0,don't,4.405292812471091e-06,-2.162197433515738,0.0
intelegent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.7341000000000001,10,0,inelegant,4.405292812471091e-06,-2.162197433515738,0.0
lagega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,-0.1025166666666666,6,0,lagena,4.405292812471091e-06,-2.162197433515738,0.0
tm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.2538666666666667,2,0,tm,4.405292812471091e-06,-2.162197433515738,0.0
palantir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.4293,8,0,plantar,4.405292812471091e-06,-2.162197433515738,0.0
perplexcity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.8640333333333334,11,0,perplexity,4.405292812471091e-06,-2.162197433515738,0.0
device's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.1790333333333333,8,0,devices,4.405292812471091e-06,-2.162197433515738,0.0
abit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.5758833333333333,4,0,bit,4.405292812471091e-06,-2.162197433515738,0.0
khatam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,-0.0188999999999999,6,0,khalam,4.405292812471091e-06,-2.162197433515738,0.0
hehe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.6026666666666667,4,0,heme,4.405292812471091e-06,-2.162197433515738,0.0
organising,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.5550333333333334,10,0,organizing,4.405292812471091e-06,-2.162197433515738,0.0
chijon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0953333333333333,6,0,chiron,4.405292812471091e-06,-2.162197433515738,0.0
interms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1666166666666666,7,0,interns,4.405292812471091e-06,-2.162197433515738,0.0
guy's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4215833333333333,5,0,guys,4.405292812471091e-06,-2.162197433515738,0.0
discern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.7540666666666668,7,0,discerp,4.405292812471091e-06,-2.162197433515738,0.0
promts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.2214499999999999,6,0,proms,4.405292812471091e-06,-2.162197433515738,0.0
litterly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.8861166666666666,8,0,littery,4.405292812471091e-06,-2.162197433515738,0.0
bcuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.32685,4,0,buz,4.405292812471091e-06,-2.162197433515738,0.0
thak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1933833333333333,4,0,thaa,4.405292812471091e-06,-2.162197433515738,0.0
ramu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,-0.0861333333333332,4,0,ram,4.405292812471091e-06,-2.162197433515738,0.0
wonderfull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.5372166666666667,10,0,wonderful,4.405292812471091e-06,-2.162197433515738,0.0
responce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4287,8,0,response,4.405292812471091e-06,-2.162197433515738,0.0
pushback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.6087166666666666,8,0,push back,4.405292812471091e-06,-2.162197433515738,0.0
grock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.0047833333333333,5,0,rock,4.405292812471091e-06,-2.162197433515738,0.0
krti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4936333333333333,4,0,urti,4.405292812471091e-06,-2.162197433515738,0.0
insted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0185666666666666,6,0,instep,4.405292812471091e-06,-2.162197433515738,0.0
expire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.2396666666666667,6,0,expiry,4.405292812471091e-06,-2.162197433515738,0.0
relied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.3712833333333333,6,0,retied,4.405292812471091e-06,-2.162197433515738,0.0
chating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1792166666666667,7,0,hating,4.405292812471091e-06,-2.162197433515738,0.0
padta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.1758166666666666,5,0,pasta,4.405292812471091e-06,-2.162197433515738,0.0
khub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.5419833333333334,4,0,hub,4.405292812471091e-06,-2.162197433515738,0.0
reopening,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.3171166666666667,9,0,reopenning,4.405292812471091e-06,-2.162197433515738,0.0
xd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4464333333333333,2,0,xd,4.405292812471091e-06,-2.162197433515738,0.0
sabka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,-0.0434166666666666,5,0,saka,4.405292812471091e-06,-2.162197433515738,0.0
tumne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.2283666666666667,5,0,tune,4.405292812471091e-06,-2.162197433515738,0.0
insta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.6256833333333334,5,0,instal,4.405292812471091e-06,-2.162197433515738,0.0
galt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0,4,0,alt,4.405292812471091e-06,-2.162197433515738,0.0
genai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.58995,5,0,genii,4.405292812471091e-06,-2.162197433515738,0.0
pixar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.3313,5,0,pilar,4.405292812471091e-06,-2.162197433515738,0.0
broo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1153166666666666,4,0,roo,4.405292812471091e-06,-2.162197433515738,0.0
ny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.2948666666666666,2,0,ny,4.405292812471091e-06,-2.162197433515738,0.0
ei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.0838333333333333,2,0,ei,4.405292812471091e-06,-2.162197433515738,0.0
notify,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.18105,6,0,notif,4.405292812471091e-06,-2.162197433515738,0.0
canva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,-0.5718166666666668,5,0,cava,4.405292812471091e-06,-2.162197433515738,0.0
its',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.8346833333333333,4,0,its,4.405292812471091e-06,-2.162197433515738,0.0
dissappear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,-0.0449833333333333,10,0,disappear,4.405292812471091e-06,-2.162197433515738,0.0
karega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.2925333333333333,6,0,karela,4.405292812471091e-06,-2.162197433515738,0.0
doctor's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.2107999999999999,8,0,doctors,4.405292812471091e-06,-2.162197433515738,0.0
dusre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.3226,5,0,duse,4.405292812471091e-06,-2.162197433515738,0.0
hinglish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0801166666666667,8,0,english,4.405292812471091e-06,-2.162197433515738,0.0
ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.8129999999999998,2,0,ca,4.405292812471091e-06,-2.162197433515738,0.0
aaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4849833333333334,4,0,aye,4.405292812471091e-06,-2.162197433515738,0.0
cheez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.4270833333333333,5,0,cheer,4.405292812471091e-06,-2.162197433515738,0.0
friend's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.5742833333333333,8,0,friends,4.405292812471091e-06,-2.162197433515738,0.0
jaan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.1561499999999999,4,0,jain,4.405292812471091e-06,-2.162197433515738,0.0
totaly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0105666666666666,6,0,total,4.405292812471091e-06,-2.162197433515738,0.0
lowkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4868166666666667,6,0,low-key,4.405292812471091e-06,-2.162197433515738,0.0
yk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.0963166666666666,2,0,yk,4.405292812471091e-06,-2.162197433515738,0.0
lagti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1352166666666666,5,0,lati,4.405292812471091e-06,-2.162197433515738,0.0
alll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.6249,4,0,all,4.405292812471091e-06,-2.162197433515738,0.0
litterally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1951833333333333,10,0,literally,4.405292812471091e-06,-2.162197433515738,0.0
anwers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.4849166666666666,6,0,awners,4.405292812471091e-06,-2.162197433515738,0.0
hv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.2226,2,0,hv,4.405292812471091e-06,-2.162197433515738,0.0
phle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4110166666666666,4,0,pyle,4.405292812471091e-06,-2.162197433515738,0.0
rong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.2322333333333333,4,0,ron,4.405292812471091e-06,-2.162197433515738,0.0
bolate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.2542666666666666,6,0,blate,4.405292812471091e-06,-2.162197433515738,0.0
ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.0626666666666666,2,0,ac,4.405292812471091e-06,-2.162197433515738,0.0
layak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0038833333333333,5,0,dayak,4.405292812471091e-06,-2.162197433515738,0.0
chahti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4728166666666666,6,0,chati,4.405292812471091e-06,-2.162197433515738,0.0
romba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.1987,5,0,roma,4.405292812471091e-06,-2.162197433515738,0.0
sundar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.7768666666666667,6,0,sundae,4.405292812471091e-06,-2.162197433515738,0.0
calude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4321333333333333,6,0,calade,4.405292812471091e-06,-2.162197433515738,0.0
asthetic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.6111166666666666,8,0,asthenic,4.405292812471091e-06,-2.162197433515738,0.0
everthing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.23895,9,0,everting,4.405292812471091e-06,-2.162197433515738,0.0
bataya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1001833333333333,6,0,batata,4.405292812471091e-06,-2.162197433515738,0.0
writting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.2490166666666666,8,0,witting,4.405292812471091e-06,-2.162197433515738,0.0
hisab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0908666666666666,5,0,higab,4.405292812471091e-06,-2.162197433515738,0.0
taraf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.3593833333333333,5,0,tara,4.405292812471091e-06,-2.162197433515738,0.0
guesswork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.6661333333333334,9,0,glasswork,4.405292812471091e-06,-2.162197433515738,0.0
thia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.45865,4,0,thaa,4.405292812471091e-06,-2.162197433515738,0.0
thing's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.8264666666666667,7,0,things,4.405292812471091e-06,-2.162197433515738,0.0
wast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.1617666666666666,4,0,was,4.405292812471091e-06,-2.162197433515738,0.0
hj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.4278666666666667,2,0,hj,4.405292812471091e-06,-2.162197433515738,0.0
tutoring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.8049,8,0,tutorring,4.405292812471091e-06,-2.162197433515738,0.0
douts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.7383833333333333,5,0,dots,4.405292812471091e-06,-2.162197433515738,0.0
buhat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.5571333333333334,5,0,buat,4.405292812471091e-06,-2.162197433515738,0.0
meny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.6103000000000001,4,0,men,4.405292812471091e-06,-2.162197433515738,0.0
lagi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.5595833333333333,4,0,lag,4.405292812471091e-06,-2.162197433515738,0.0
onedrive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.7508,8,0,on drive,4.405292812471091e-06,-2.162197433515738,0.0
brighter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.6906333333333333,8,0,righter,4.405292812471091e-06,-2.162197433515738,0.0
recomended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.6730333333333333,10,0,recommended,4.405292812471091e-06,-2.162197433515738,0.0
ipad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,-0.06285,4,0,pad,4.405292812471091e-06,-2.162197433515738,0.0
comand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.43856,6,0,command,3.671077343725909e-06,-2.1941624598125973,0.0
opted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.33718,5,0,optez,3.671077343725909e-06,-2.1941624598125973,0.0
registering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.16998,11,0,registerring,3.671077343725909e-06,-2.1941624598125973,0.0
amezing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.54698,7,0,amazing,3.671077343725909e-06,-2.1941624598125973,0.0
intel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.0421199999999999,5,0,indel,3.671077343725909e-06,-2.1941624598125973,0.0
afterall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.84392,8,0,after all,3.671077343725909e-06,-2.1941624598125973,0.0
kk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.8810800000000001,2,0,kk,3.671077343725909e-06,-2.1941624598125973,0.0
pissing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.38834,7,0,dissing,3.671077343725909e-06,-2.1941624598125973,0.0
gemine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.7095,6,0,gamine,3.671077343725909e-06,-2.1941624598125973,0.0
cbse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.45736,4,0,case,3.671077343725909e-06,-2.1941624598125973,0.0
chand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.6711799999999999,5,0,chan,3.671077343725909e-06,-2.1941624598125973,0.0
pyara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.08942,5,0,para,3.671077343725909e-06,-2.1941624598125973,0.0
help's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.7611800000000001,6,0,helps,3.671077343725909e-06,-2.1941624598125973,0.0
warfare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.23254,7,0,carfare,3.671077343725909e-06,-2.1941624598125973,0.0
tarika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.4295,6,0,tariqa,3.671077343725909e-06,-2.1941624598125973,0.0
upsc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.15058,4,0,upc,3.671077343725909e-06,-2.1941624598125973,0.0
cite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,-0.2946399999999999,4,0,cit,3.671077343725909e-06,-2.1941624598125973,0.0
empowering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.60472,10,0,empowerring,3.671077343725909e-06,-2.1941624598125973,0.0
dikkat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.29354,6,0,ikkat,3.671077343725909e-06,-2.1941624598125973,0.0
video's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.11556,7,0,videos,3.671077343725909e-06,-2.1941624598125973,0.0
teri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.6045200000000001,4,0,peri,3.671077343725909e-06,-2.1941624598125973,0.0
baare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.58836,5,0,bare,3.671077343725909e-06,-2.1941624598125973,0.0
