word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,log_relative_frequency,participation_score,open_class,closed_class,class_type,actual,predicted,actual_label,predicted_label
aha,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4728,3,1,aha,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
hung,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.1360199999999999,4,1,hung,3.671077343725909e-06,-2.1941624598125973,0.1333333333333333,True,False,open,open,closed,open,closed
couple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138,134,0.3498934782608697,6,1,couple,0.0001013217346868,-1.6124755200554697,0.1333333333333333,True,False,open,open,closed,open,closed
tariff,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.317,6,1,tariff,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,unknown,open,unknown
milega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,-0.251975,6,1,milega,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
seeded,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4404,6,1,seeded,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
eater,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.38515,5,1,eater,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
sceptics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4273,8,1,sceptics,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
kiu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,3,1,kiu,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
tootle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.7366,6,1,tootle,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
jabs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2185,4,1,jabs,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
uplifts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9652,7,1,uplifts,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
defect,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.397,6,1,defect,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
queues,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5273,6,1,queues,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
finest,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0.1154375,6,1,finest,5.873723749961453e-06,-2.111760364127126,0.1333333333333333,True,False,open,open,closed,open,closed
entanglement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7703,12,1,entanglement,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
thirst,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5737,6,1,thirst,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,unknown,open,unknown
braindead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.3175,9,0,brain dead,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
likable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7079,7,1,likable,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
distressed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4215,10,1,distressed,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
flamed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,6,1,flamed,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
ungodly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7106,7,1,ungodly,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
boneheaded,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.9136,10,1,boneheaded,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
itch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,itch,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
behtrin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2202,7,1,behtrin,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
glt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,-0.0834,3,1,glt,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,closed,unknown,closed
tumhara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-0.0481,7,1,tumhara,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
congo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3182,5,1,congo,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
harvard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7906,7,1,harvard,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
jisse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0.1054285714285714,5,0,jesse,1.0279016562432543e-05,-2.0136472627909545,0.0,False,False,unknown,unknown,open,unknown,open
shawl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7506,5,1,shawl,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
refs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5994,4,1,refs,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
banging,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.9334,7,1,banging,7.342154687451817e-07,-2.4763327423549923,0.2,True,False,open,open,unknown,open,unknown
mcqs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.6324,4,0,icqs,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,closed,unknown,closed
rahul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0.47367,5,0,rahu,7.342154687451817e-06,-2.072638333736642,0.0,False,False,unknown,unknown,open,unknown,open
stones,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.1475,6,1,stones,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
thq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.8834,3,1,thq,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
intext,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5994,6,1,intext,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
relish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7065,6,1,relish,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
fab,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.70145,3,1,fab,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,closed,open,closed
simpleton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,9,1,simpleton,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
developer's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.3108875,11,0,developers,5.873723749961453e-06,-2.111760364127126,0.0,False,False,unknown,unknown,open,unknown,open
ute,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.296,3,1,ute,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
predicated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9081,10,1,predicated,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
positioning,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6433,11,1,positioning,7.342154687451817e-07,-2.4763327423549923,0.2,True,False,open,open,unknown,open,unknown
outs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.00168,4,1,outs,3.671077343725909e-06,-2.1941624598125973,0.1333333333333333,True,False,open,open,closed,open,closed
dresden,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8268,7,1,dresden,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
coffin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.43135,6,1,coffin,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,unknown,open,unknown
stifles,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8777,7,1,stifles,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
languages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,153,0.4562307228915663,9,1,languages,0.0001218797678117,-1.580087520684846,0.0,False,False,unknown,unknown,open,unknown,open
baker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.6378,5,1,baker,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
rakhne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0996666666666666,6,1,rakhne,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
yare,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8885,4,1,yare,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
heartful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4877,8,1,heartful,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
gooood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.7274999999999999,6,1,gooood,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
tab,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,58,0.225658064516129,3,1,tab,4.5521359062201264e-05,-1.752754239250549,0.0666666666666666,True,False,open,open,both,open,both
jelly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6441,5,1,jelly,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
att,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5042,3,1,att,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
tilt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.1779,4,1,tilt,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
troll,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.7704500000000001,5,1,troll,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,unknown,open,unknown
revaluation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,11,1,revaluation,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
circuits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9732,8,1,circuits,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
breakdowns,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3919,10,1,breakdowns,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
bombs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.836,5,1,bombs,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
pivot,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.8511,5,1,pivot,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,unknown,open,unknown
touchable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.7579,9,1,touchable,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
moon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0.4428923076923077,4,1,moon,9.54480109368736e-06,-2.026640039511141,0.1333333333333333,True,False,open,open,closed,open,closed
clod,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9841,4,1,clod,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
cheetos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5859,7,1,cheetos,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
echoed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7381500000000001,6,1,echoed,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
fule,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1635,4,1,fule,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
enhancer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0772,8,1,enhancer,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
significance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.3818,12,1,significance,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
dost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0.1362071428571428,4,0,dot,1.0279016562432543e-05,-2.0136472627909545,0.0,False,False,unknown,unknown,closed,unknown,closed
turtle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2568999999999999,6,1,turtle,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,unknown,open,unknown
tow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7931,3,1,tow,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
sees,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.2972538461538461,4,1,sees,9.54480109368736e-06,-2.026640039511141,0.1333333333333333,True,False,open,open,closed,open,closed
beaut,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.875,5,1,beaut,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
phone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,1268,0.0838733070348457,5,1,phone,0.0011167417279614,-1.1917249711406914,0.0666666666666666,True,False,open,open,both,open,both
dolly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6369,5,1,dolly,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
ist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.5357,3,1,ist,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,closed,unknown,closed
super,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,625,573,0.7725697600000002,5,1,super,0.0004588846679657,-1.347651612185413,0.2,True,False,open,open,both,open,both
regenerated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9444,11,1,regenerated,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
kahta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.2153499999999999,5,0,kata,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
niggah,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9569,6,1,niggah,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
papua,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7065,5,1,papua,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
jist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8394,4,1,jist,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
understating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,12,1,understating,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
faults,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0835666666666666,6,1,faults,6.607939218706635e-06,-2.0911103768283934,0.0666666666666666,True,False,open,open,closed,open,closed
assurances,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.104,10,1,assurances,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
performer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6956,9,1,performer,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
stationery,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5267,10,1,stationery,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
jointly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5859,7,1,jointly,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
ith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.87035,3,1,ith,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,closed,open,closed
killswitch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8316,10,1,killswitch,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
buns,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.26095,4,1,buns,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,closed,open,closed
questions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2041,1893,0.4300147966683002,9,1,questions,0.0014985337717089,-1.140167627946555,0.1333333333333333,True,False,open,open,both,open,both
qp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3818,2,0,qp,7.342154687451817e-07,-2.4763327423549923,0.0,False,False,unknown,unknown,closed,unknown,closed
wk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8831,2,0,wk,7.342154687451817e-07,-2.4763327423549923,0.0,False,False,unknown,unknown,closed,unknown,closed
aww,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.21665,3,1,aww,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
numerical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6956,9,1,numerical,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
freind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.76714,6,0,freing,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
reconstruct,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,11,1,reconstruct,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
karva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,-0.56325,5,0,kava,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
minimally,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8748,9,1,minimally,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0.3987357142857143,3,1,txt,1.0279016562432543e-05,-2.0136472627909545,0.0,False,False,unknown,unknown,closed,unknown,closed
holo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,holo,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
mali,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4363,4,1,mali,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
karma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5106,5,1,karma,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
tool,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,1311,0.5735928267045446,4,1,tool,0.0010337753799932,-1.2052594556488787,0.1333333333333333,True,False,open,open,both,open,both
endoscopies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5574,11,1,endoscopies,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
wholeheartedly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8422,14,1,wholeheartedly,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
repo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1845333333333333,4,1,repo,2.2026464062355453e-06,-2.283721559591693,0.0666666666666666,True,False,open,open,closed,open,closed
spew,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.93,4,1,spew,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
argentic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7754,8,1,argentic,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
far,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1761,1676,0.5828617830777952,3,1,far,0.0012929534404602,-1.166037838630305,0.2,True,False,open,open,both,open,both
downer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3716,6,1,downer,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
saga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.296,4,1,saga,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
error,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,424,-0.3242626834381552,5,1,error,0.0003502207785914,-1.3950298493550115,0.0666666666666666,True,False,open,open,closed,open,closed
clutters,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.296,8,1,clutters,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
deteriorate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2838,11,1,deteriorate,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
uncertainties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.46185,13,1,uncertainties,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
puppets,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6705,7,1,puppets,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
vulnerability,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9716,13,1,vulnerability,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
kinda,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113,108,0.3777115044247789,5,1,kinda,8.296634796820554e-05,-1.6475164542658702,0.1333333333333333,True,False,open,open,both,open,both
pong,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.954,4,1,pong,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
looters,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.128,7,1,looters,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
monotone,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9742,8,1,monotone,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
typeface,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.3182,8,1,typeface,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
gastronomy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8327,10,1,gastronomy,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
psychopathic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7069,12,1,psychopathic,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
misclick,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8867,8,1,misclick,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
conserved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3182,9,1,conserved,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
impeccably,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4855,10,1,impeccably,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
lota,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.743,4,1,lota,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
stanzas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,7,1,stanzas,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
revolut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.496925,7,0,revolt,5.873723749961453e-06,-2.111760364127126,0.0,False,False,unknown,unknown,open,unknown,open
cowork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.6326875000000001,6,1,cowork,5.873723749961453e-06,-2.111760364127126,0.0,False,False,unknown,unknown,closed,unknown,closed
nov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.6107,3,1,nov,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
talkers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.9026,7,1,talkers,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
